#LIBRARY    ENDF/B-VII.1
#REACTION   NA-23(N,EL)NA-23-L0,SIG
#NUCLEUS    Na-23
#MF         3
#MT         2
#EN-MIN     1e-05
#EN-MAX     2e+07
#E,eV        Sig,b        Interpolation
 1E-05       40.2968      Lin-Lin
 1.10304E-05 38.3802      Lin-Lin
 1.21669E-05 36.556       Lin-Lin
 1.34206E-05 34.8197      Lin-Lin
 1.48034E-05 33.1671      Lin-Lin
 1.63286E-05 31.5943      Lin-Lin
 1.80111E-05 30.0974      Lin-Lin
 1.98669E-05 28.6729      Lin-Lin
 2.19139E-05 27.3174      Lin-Lin
 2.41719E-05 26.0275      Lin-Lin
 2.66625E-05 24.8002      Lin-Lin
 2.94097E-05 23.6326      Lin-Lin
 3.244E-05   22.5218      Lin-Lin
 3.57825E-05 21.4651      Lin-Lin
 3.94694E-05 20.46        Lin-Lin
 4.35362E-05 19.5041      Lin-Lin
 4.80221E-05 18.5951      Lin-Lin
 5.29701E-05 17.7308      Lin-Lin
 5.8428E-05  16.9091      Lin-Lin
 6.44482E-05 16.1281      Lin-Lin
 7.10888E-05 15.3858      Lin-Lin
 7.84136E-05 14.6804      Lin-Lin
 8.64931E-05 14.0103      Lin-Lin
 9.60781E-05 13.3295      Lin-Lin
 0.00010672  12.6857      Lin-Lin
 0.000118546 12.0766      Lin-Lin
 0.000131677 11.501       Lin-Lin
 0.000146269 10.9568      Lin-Lin
 0.000162471 10.4429      Lin-Lin
 0.000180475 9.95749      Lin-Lin
 0.000200465 9.49961      Lin-Lin
 0.00022268  9.06757      Lin-Lin
 0.000247345 8.6605       Lin-Lin
 0.000274755 8.27691      Lin-Lin
 0.000305188 7.91601      Lin-Lin
 0.000339009 7.57645      Lin-Lin
 0.000376558 7.25755      Lin-Lin
 0.000418288 6.95805      Lin-Lin
 0.000467896 6.65921      Lin-Lin
 0.000523388 6.38055      Lin-Lin
 0.000585461 6.12109      Lin-Lin
 0.000654896 5.87986      Lin-Lin
 0.000732566 5.65597      Lin-Lin
 0.000825188 5.43615      Lin-Lin
 0.000929565 5.23382      Lin-Lin
 0.00104709  5.04815      Lin-Lin
 0.0011878   4.86855      Lin-Lin
 0.00134742  4.70538      Lin-Lin
 0.00152849  4.55757      Lin-Lin
 0.00174612  4.41703      Lin-Lin
 0.0020087   4.28499      Lin-Lin
 0.00232697  4.1624       Lin-Lin
 0.00271467  4.04987      Lin-Lin
 0.00318932  3.94777      Lin-Lin
 0.0037732   3.85616      Lin-Lin
 0.00452694  3.77175      Lin-Lin
 0.00550789  3.69545      Lin-Lin
 0.00684355  3.62554      Lin-Lin
 0.00868389  3.56295      Lin-Lin
 0.0113322   3.50652      Lin-Lin
 0.0153158   3.45556      Lin-Lin
 0.0214369   3.41104      Lin-Lin
 0.0252419   3.39359      Lin-Lin
 0.0253      3.39336      Lin-Lin
 0.0382488   3.35987      Lin-Lin
 0.0693729   3.32367      Lin-Lin
 0.124948    3.29144      Lin-Lin
 0.221915    3.26355      Lin-Lin
 1.0076      3.19376      Lin-Lin
 10.2842     3.13045      Lin-Lin
 77.8681     3.14105      Lin-Lin
 150.426     3.15462      Lin-Lin
